mean_hold_time,std_hold_time,mean_flight_time,std_flight_time,total_duration,label
0.16852837800979614,0.29145431658839394,0.28612184524536133,0.21379475519980068,1.5325148105621338,dnyaneshwar
0.05835294723510742,0.10069887184344678,0.28931117057800293,0.022725248893472032,1.1013705730438232,dnyaneshwar
0.06444060802459717,0.11134837302138409,0.3522343635559082,0.054634124790751304,1.314485788345337,dnyaneshwar
0.06355255842208862,0.10966569815864904,0.3573891321818034,0.0677999137389988,1.326392412185669,dnyaneshwar
0.12194222211837769,0.21097268849815923,0.2798103491465251,0.07486478018368396,1.3272173404693604,dnyaneshwar
0.046526193618774414,0.09185400569947942,0.5892803072929382,0.5939314917307505,2.589789628982544,
0.03553571701049805,0.07082860731166153,0.11008769273757935,0.06826013384359467,0.6180534362792969,
0.021573686599731447,0.04290693093445587,0.1249394416809082,0.0622275014816024,0.6076481342315674,
0.024893999099731445,0.04958057910838488,0.10144352912902832,0.06523809116146136,0.5302670001983643,
0.03601350784301758,0.07182018842002746,0.11492007970809937,0.07799466339442983,0.6397707462310791,
0.015366315841674805,0.03040072141070843,0.13542699813842773,0.05922253666692436,0.6185626983642578,cam
0.02487936019897461,0.04916185814575291,0.08085000514984131,0.041750839256191885,0.44782090187072754,cam
0.019980859756469727,0.039744878643443934,0.07332855463027954,0.03521204976109696,0.393237829208374,cam
0.026496505737304686,0.05274162059513684,0.08090555667877197,0.05560645266222597,0.45612549781799316,cam
0.03264212608337402,0.06504941375854763,0.0793420672416687,0.04887124565426388,0.4806046485900879,cam
0.015555143356323242,0.03011701334005203,0.09081923961639404,0.04287777690975164,0.44107794761657715,kamakhya
0.023215675354003908,0.046181874184350116,0.08469212055206299,0.044296805718685744,0.454866886138916,kamakhya
0.021490764617919923,0.04275718049186345,0.09885656833648682,0.04580177369009905,0.5029048919677734,kamakhya
0.013497447967529297,0.026787832341614692,0.0951046347618103,0.056021506092552,0.44792747497558594,kamakhya
0.013297224044799804,0.026327427479954753,0.08476781845092773,0.051592768207039286,0.4055802822113037,kamakhya
0.029951715469360353,0.059664777053458774,0.12500709295272827,0.06411492991917005,0.6498208045959473,Mayur
0.07112011909484864,0.14193318683142384,0.1493375301361084,0.07014710383193487,0.9529769420623779,Mayur
0.03752655982971191,0.0747715648321661,0.15343397855758667,0.07200472577731976,0.8013918399810791,Mayur
0.03612527847290039,0.07182552991230352,0.15115582942962646,0.08134062810540439,0.7852702140808105,Mayur
0.04716181755065918,0.09402135431158595,0.18715494871139526,0.1615665459886828,0.9844512939453125,Mayur
0.07432913780212402,0.14841056092553193,0.3275425434112549,0.2083941297350743,1.6818418502807617,tanuja
0.06474533081054687,0.12924628382713824,0.20568370819091797,0.054040692005169644,1.1464858055114746,tanuja
0.036072063446044925,0.07190249355733151,0.19756567478179932,0.10414917735433832,0.9706428050994873,tanuja
0.04729790687561035,0.09436752987801031,0.19945836067199707,0.13508879353816192,1.034346580505371,tanuja
0.04701871871948242,0.09379377768387974,0.18920832872390747,0.11194784489349544,0.9919486045837402,tanuja
0.05526571273803711,0.11029598884863279,0.1830424666404724,0.038954310365955556,1.0085251331329346,
0.07274556159973145,0.14514257356667398,0.0993775725364685,0.07194364626100423,0.7612659931182861,
0.019907331466674803,0.03955347791083449,0.104625403881073,0.06873616002086644,0.5188126564025879,
0.016958856582641603,0.033514639721097646,0.1074134111404419,0.06296178563589394,0.5144803524017334,
0.03939046859741211,0.0783886082343542,0.10327655076980591,0.057947730006482456,0.6100800037384033,
